l_elbow_min,l_elbow_max,l_elbow_rom,l_elbow_mean,l_elbow_std,l_elbow_vel_mean_abs,l_elbow_vel_max_abs,r_elbow_min,r_elbow_max,r_elbow_rom,r_elbow_mean,r_elbow_std,r_elbow_vel_mean_abs,r_elbow_vel_max_abs,l_shoulder_angle_min,l_shoulder_angle_max,l_shoulder_angle_rom,l_shoulder_angle_mean,l_shoulder_angle_std,l_shoulder_angle_vel_mean_abs,l_shoulder_angle_vel_max_abs,r_shoulder_angle_min,r_shoulder_angle_max,r_shoulder_angle_rom,r_shoulder_angle_mean,r_shoulder_angle_std,r_shoulder_angle_vel_mean_abs,r_shoulder_angle_vel_max_abs,l_knee_min,l_knee_max,l_knee_rom,l_knee_mean,l_knee_std,l_knee_vel_mean_abs,l_knee_vel_max_abs,r_knee_min,r_knee_max,r_knee_rom,r_knee_mean,r_knee_std,r_knee_vel_mean_abs,r_knee_vel_max_abs,l_hip_min,l_hip_max,l_hip_rom,l_hip_mean,l_hip_std,l_hip_vel_mean_abs,l_hip_vel_max_abs,r_hip_min,r_hip_max,r_hip_rom,r_hip_mean,r_hip_std,r_hip_vel_mean_abs,r_hip_vel_max_abs,l_ankle_min,l_ankle_max,l_ankle_rom,l_ankle_mean,l_ankle_std,l_ankle_vel_mean_abs,l_ankle_vel_max_abs,r_ankle_min,r_ankle_max,r_ankle_rom,r_ankle_mean,r_ankle_std,r_ankle_vel_mean_abs,r_ankle_vel_max_abs,trunk_flex_min,trunk_flex_max,trunk_flex_rom,trunk_flex_mean,trunk_flex_std,trunk_flex_vel_mean_abs,trunk_flex_vel_max_abs,sym_elbow,sym_knee,sym_hip,sym_shoulder,knee_valgus_min,knee_valgus_mean,subject,correct,exercise
174.73427217107766,177.88908735900532,3.154815187927653,176.3874786754527,1.0883492315862446,0.0390762796733406,0.2019703755408102,170.58766409753844,179.96951300314478,9.381848905606349,176.33634528331132,2.2478898376740526,0.1710658040848905,0.8858155740909126,22.43311244039961,52.08581955522892,29.652707114829308,37.1209634738227,10.552531470431838,0.3433128209398479,1.111167428247839,8.59126455535008,179.44902508073497,170.8577605253849,99.83483283305212,68.57794963880988,1.7804532774784056,23.97369237032288,173.2331721875192,173.81007545476183,0.576903267242642,173.55402702562938,0.1350500464165148,0.0189232204462193,0.1248599562877643,173.39064394068757,173.6205944419607,0.2299505012731231,173.51117067738517,0.0525997830054652,0.013837480224658,0.0554313558851617,167.99055223169708,170.36970131551865,2.379149083821545,169.25908808851955,0.631579193750588,0.0482678008901628,0.2141273612179475,163.54273112199547,165.98976430494218,2.447033182946712,164.8438654858616,0.7553005154109832,0.0375508781091035,0.1146526985628213,108.1897553249818,108.75215169972876,0.5623963747469816,108.44611946557453,0.1210216867044361,0.0147559846992092,0.052074668059916,106.24117939691178,107.0107119775327,0.7695325806209183,106.695204254926,0.1953792512457072,0.0124559917468205,0.0477548784358248,175.27732482670666,179.95715907507392,4.679834248367257,178.0320473443423,1.3383392307445092,0.0598608238094611,0.2337168414054531,6.227033717678694,0.3469527659695188,0.0678840991251661,141.2050534105556,1.1086270016252489,1.2061346841908154,P001,1,ex1
174.74857540960275,178.73929329637176,3.990717886769005,176.7742692126386,1.1492700251240748,0.0384928700182617,0.1559092318832426,140.32901223214964,177.15992397425325,36.83091174210361,168.25998618927613,9.02720218384218,0.3754821079954342,2.541988294696381,26.56303318329189,53.77247238510938,27.209439201817496,39.61748275275389,8.002355626574628,0.278547721098432,0.9493493510219082,9.560354489532472,176.75060443908728,167.1902499495548,102.76164623371665,70.82410642734769,1.427647240386985,15.918351584591278,173.33481871155874,174.23427248639064,0.8994537748318976,173.81435661782,0.2519081594701786,0.019339009368445,0.0873647081275237,173.41036303355463,173.93775681936913,0.5273937858144961,173.69301329222955,0.1172973058105853,0.0152730558276014,0.075477567287038,168.76066254141406,170.66718519596986,1.9065226545558005,169.61346292703684,0.4205981241875207,0.0356117880290436,0.2085716737348661,163.35780975027387,166.64269983947037,3.2848900891964945,165.26454345303054,0.9159803610846065,0.0365727991306487,0.1223012645057224,108.29061249071032,108.82173658821846,0.5311240975081262,108.49530116629356,0.1529275481225022,0.0157150645712061,0.0593942173606336,106.3501366637601,107.04783721017016,0.6977005464100756,106.80987532996494,0.1939181181659225,0.011935002151845,0.0607203947230772,175.43010860814456,179.99112268360295,4.561014075458388,177.82140986955517,1.1693359320243537,0.0612893124497824,0.2573000097526687,32.840193855334604,0.3720599890174014,1.378367434640694,139.9808107477373,1.0992217500132604,1.2464945592484329,P001,1,ex1
176.02228078639234,178.94153999655407,2.9192592101617265,177.19390340244297,0.8816134884052571,0.0372055931460013,0.1850642132315272,149.59999278543353,179.9749183980952,30.374925612661684,172.6462887289792,6.401059257367016,0.3194413378966134,2.016666470433904,18.28867727607421,45.42843374995097,27.139756473876755,32.57192331941592,8.557912741098692,0.2924738738791774,1.0338711350507133,0.0559388104059697,179.95359143150594,179.89765262109998,97.76566215621575,78.3363500076563,1.5463240841451913,45.94204962565272,173.14636799440217,173.86217370312366,0.71580570872149,173.55601848875477,0.1361438967214208,0.024822962937385,0.1089611330897639,173.30480421208742,173.89344035692258,0.5886361448351636,173.6916094654473,0.1147592633921903,0.0157784162772077,0.0944616752617832,168.14740502130303,170.7844463110513,2.6370412897482822,169.64830134675617,0.6970677858171973,0.0434459027993024,0.2370329308195096,164.95550533115215,167.20349547792082,2.247990146768672,165.95568354804976,0.6062228797325271,0.0386501426572263,0.1579410832513588,107.75741833367556,108.69982024186211,0.942401908186568,108.34329739861002,0.2637299746072409,0.0194062546484184,0.1048397955823929,106.70698693944864,107.3216159014127,0.6146289619640442,107.01012342036792,0.1576250315372002,0.013723926043549,0.062906160891643,176.25315708638382,179.96972288283214,3.7165657964483216,178.0264467446958,0.9647239466684352,0.0598903864655519,0.3885374065951907,27.45566640249996,0.1271695638863264,0.3890511429796106,152.75789614722322,1.1391366234624514,1.2905531873166105,P001,1,ex1
176.27130302850776,178.83747899396968,2.566175965461923,177.55930222517864,0.7842064098941823,0.0362624230350171,0.1300302618553814,154.88341556153722,179.98729896681127,25.103883405274047,171.33887570289033,6.00353779950076,0.3248394462380805,1.692725471554667,11.67102469896492,40.98534710337266,29.31432240440774,26.385506958819175,9.46734510023198,0.3263501565853244,1.048724372239377,0.0493782312545746,179.99645103568258,179.94707280442802,86.22444935002761,82.51875178780531,1.8332429142508735,70.53616641988133,173.3252428040676,174.09338658096266,0.768143776895073,173.74667448284842,0.1811804969274272,0.0221072896988752,0.0811978099723944,173.7109195050131,174.0468690316843,0.3359495266712144,173.8780720164201,0.0709856834449269,0.0134418214037724,0.0664192230573803,167.64559853748335,170.00993997345984,2.3643414359764847,168.825417881258,0.6676399259183983,0.036358515118965,0.1136988490481201,164.9830935510104,167.3952220727017,2.412128521691301,166.21653276261998,0.6844118893786668,0.0343175607190891,0.1484887068848195,107.6221810795394,108.49742236054514,0.8752412810057422,108.1246675712548,0.2651433954970315,0.0196577375495024,0.0623777362591368,106.68712415094168,107.21813445603574,0.5310103050940569,107.00418794573156,0.1284040702732839,0.0132368468004199,0.0829560311398438,177.4098910485927,179.984337091318,2.574446042725299,178.26033366463764,0.6596258288880209,0.0538304704084714,0.1989491229262512,22.537707439812124,0.4321942502238585,0.0477870857148161,150.63275040002029,1.2198006747834085,1.4811247009214252,P001,1,ex1
175.84685505449897,179.2329080571221,3.386053002623129,177.74252148207356,0.8511403762263231,0.0525961893983775,0.6431523932660923,152.87445928407345,177.60314123088696,24.72868194681351,168.97370093476687,5.67134592901574,0.4234101104935926,2.0965518788088677,8.967549445443208,40.62436755471997,31.656818109276767,25.948345963955177,9.79279998405982,0.3783110206815827,1.377357796905251,0.0687505371807338,179.91189612145118,179.84314558427045,90.7138561308926,80.00479444398565,2.16576872066285,26.87648738661301,173.42786661203772,174.45470501451615,1.0268384024784325,174.03440891874698,0.2291061239237377,0.0290336632571612,0.349965689918946,173.71249696195568,174.21792283301863,0.505425871062954,173.99579310984743,0.0994431651504988,0.0181979475440435,0.2091902297893852,167.4337910595876,169.97566328855058,2.5418722289629727,168.99944573615758,0.6654094163065515,0.0367112729245916,0.2807060924509414,164.9536505435917,168.01652623719028,3.062875693598585,166.73051659141416,0.8491763552273551,0.0392320975886231,0.1876587259560551,107.62293999933632,108.56084114332778,0.9379011439914536,108.08396845372428,0.2841986263191419,0.0189753693707553,0.1520489830814426,106.456275050582,107.33407851207396,0.8778034614919648,106.89964254445262,0.225201202576842,0.0133373309386854,0.0943560589878131,176.30900234479108,179.9763995164023,3.6673971716112135,178.12326868800758,0.998157703356227,0.077522919436858,0.3317311601176413,21.34262894419038,0.5214125314154785,0.5210034646356121,148.18632747499367,1.282839673932055,1.5886957359434266,P001,1,ex1
178.77174291217625,179.99560491034163,1.2238619981653756,179.55491050206274,0.3172592237248333,0.0446826941826571,0.3009959814146157,151.87229757286678,176.6383754604593,24.766077887592505,170.232138372863,5.929984066883224,0.3331858344693944,1.629050689291887,0.0512374141712579,29.331190476910766,29.27995306273951,15.610179617175897,9.042034136455197,0.3629075183777816,1.1369456284753952,5.316980569662292,174.12617074461093,168.80919017494864,99.0303209449875,70.32049654965938,1.771002600162635,11.055114941578424,142.24215056235954,143.45963068333856,1.217480120979019,142.8639626302049,0.3195969896497443,0.017947021250655,0.0577531655796974,141.2684488300769,142.80191246266517,1.5334636325882798,142.16497170605302,0.3992138116228208,0.0194907454984602,0.0752720989826229,177.47198722796946,179.2345530420898,1.762565814120336,178.4623533254949,0.4910017824909959,0.0292582934408112,0.1202446935689636,177.2915028692079,179.142465918714,1.850963049506106,178.32578691123308,0.5671716623672869,0.0300791789546111,0.1134501106941172,92.85067916991318,93.89745653339531,1.0467773634821356,93.40620584631904,0.2657849623991348,0.0129503558651663,0.0608244025949176,89.95225664199795,91.09708158586024,1.1448249438623035,90.71345021795446,0.2958258114965216,0.0185954971239756,0.0750781418102519,173.75986971517804,177.77235423613706,4.0124845209590205,175.5597389126093,1.259885560840555,0.0566588056719949,0.1994559803096081,23.542215889427126,0.3159835116092608,0.08839723538577,139.52923711220913,0.244539275468184,0.5216344407919628,P001,1,ex1
178.71417970109778,179.9992935736311,1.2851138725333158,179.28123097688652,0.3171754301314871,0.0315721488376895,0.2725095650415596,165.37460110528812,179.96036430231618,14.585763197028058,175.44166837934137,4.153487391470138,0.237137277656915,1.2597318712949177,0.4362887390529106,35.059690027246944,34.62340128819403,23.786868869201022,8.553369181686863,0.6713090451019004,3.6163448170936094,0.9258357767913832,179.83762196817204,178.91178619138066,100.2904578161827,76.1463047945418,1.758463874951079,25.23692361711643,169.7818064104395,172.87776818650042,3.095961776060932,170.70516372989906,0.710576582727952,0.0379702727663996,0.464195403265478,171.62482584619823,174.05319816194591,2.42837231574768,172.28179917301594,0.5406283492657519,0.0276859227114694,0.3067988704714253,168.46837035291196,174.6332116516163,6.164841298704346,172.66674183550973,1.4817071316097554,0.0491990586346578,0.3718829026004471,166.45944634444294,173.71720382806134,7.257757483618406,170.6235929136936,1.811697529866838,0.0583213494100343,0.2800872502274956,106.1863935148792,107.52389763499522,1.3375041201160371,107.03271943832408,0.2860410546055625,0.0258469288277721,0.1774164032235177,104.85664644980405,106.2740108358678,1.4173643860637668,105.75489095412026,0.3602279938128208,0.0202972018767045,0.121765582874076,177.46794471127717,179.98704121237793,2.519096501100762,178.59775458064468,0.6743755829299696,0.0453503799257949,0.1945531621098268,13.300649324494742,0.667589460313252,1.0929161849140598,144.28838490318662,0.6116716512929795,0.9236474771299024,P001,0,ex1
178.87961307900537,179.99956431603744,1.119951237032069,179.4807817740417,0.2346256980798412,0.0448050172068097,0.2690839701249672,151.26293080910534,173.90170897228137,22.638778163176028,169.9886190368453,5.329732743178272,0.305088436028304,1.6661227003152703,0.1791193934013559,29.347403018254173,29.16828362485282,19.91506252935789,8.913397844927818,0.4973881003874187,2.4212536584648143,4.634659143608333,170.79557781849493,166.1609186748866,119.12248444552873,64.33060851503448,1.5991881886726995,11.448800506038324,143.40548314248397,144.11787017130925,0.712387028825276,143.69248355610867,0.2072802577992328,0.0220163805334179,0.079133653052537,142.73700703731643,143.9601129879199,1.2231059506034685,143.30971939723025,0.3194720882660483,0.0254529670062081,0.1053340076686311,177.90059758386215,179.4804647127661,1.579867128903942,178.6962767077818,0.4414670288572965,0.0356316182502734,0.1371191371603686,177.33999102416885,179.1435784466401,1.8035874224712811,178.26077362769482,0.4770308002488005,0.0338403293568156,0.1240584808251981,93.5978300421895,94.12802996825664,0.5301999260671408,93.80812502219788,0.1307457990372301,0.0176731390561013,0.0641341499890586,90.88581130661412,91.5865187742419,0.7007074676277654,91.22511686602458,0.2249352936818967,0.0249973636569729,0.1044646553762049,172.76869963915584,176.23223014611727,3.4635305069614333,174.37558675393595,0.8516043640861476,0.0557050753492269,0.3137276589152407,21.51882692614396,0.5107189217781922,0.2237202935673394,136.99263505003378,0.1523476358067969,0.3877100104681047,P001,1,ex1
179.15086277781586,179.9716368108254,0.8207740330095419,179.5610757860069,0.1791138088555688,0.0330725063985837,0.1814131744280018,152.91919317122236,176.1133719578246,23.19417878660224,170.78731208943094,5.214638700349487,0.3104947684147123,1.9814187187739376,0.041447208021928,29.762668082602964,29.72122087458104,18.155251630355696,9.889492940948797,0.4646928367539172,2.70575751147393,4.365116187751124,168.04313715314072,163.6780209653896,116.20377344385312,63.4128912485875,1.7570265411618975,12.14960373950924,143.1046603916901,144.13766644441358,1.0330060527234934,143.6717849167221,0.2719164894875298,0.0237763455789848,0.1115236571809532,142.3313704596073,144.00525075211797,1.6738802925106313,143.1910215960217,0.3993849318699754,0.0294130966119934,0.1754263399749334,178.2464151056996,179.99658356738644,1.750168461686826,179.0088613551216,0.3683908813484075,0.0451190331297789,0.1825143472364061,177.54628707573613,179.80599322985947,2.259706154123336,178.4191182674561,0.5760584513629243,0.0401481648336825,0.147243206448195,93.56911290129165,94.03636814159172,0.4672552403000765,93.73646432674502,0.1103958846027668,0.020739319644249,0.0778156960579536,90.58303651748189,91.41337007046698,0.8303335529850955,90.9573440411695,0.1914204467970448,0.0245654588193381,0.0912806840427151,173.2323355601465,177.26619328198893,4.033857721842423,174.4585277291482,1.2481797011544338,0.0558668148205121,0.2027689676390878,22.37340475359269,0.6408742397871379,0.5095376924365098,133.95680009080857,0.1236306871066548,0.4418239608464893,P001,1,ex1
179.3313245817207,179.99607690006127,0.664752318340561,179.63076826034978,0.1485773749073179,0.0311366849598743,0.1606000603503616,146.00314824460992,174.47513859712052,28.4719903525106,166.81956748294792,7.209034472561036,0.4242346491339576,2.092471200000801,6.223836201031579,28.817295669293625,22.593459468262047,21.23454116323094,6.1189184854775895,0.2964039721401431,0.9169261079247876,9.462816739972943,171.77929488463596,162.31647814466302,117.37419892495012,62.64662981750923,1.776229610506958,9.553712635292785,143.14613881521882,143.97875558940956,0.8326167741907398,143.48648874091273,0.2177562318154831,0.0173149203731932,0.0566258773688446,142.59278207775847,143.6129962191559,1.0202141413974175,143.17331106783303,0.2556122627643525,0.0186552248947301,0.0788111498016803,178.24021088143772,179.9824289902098,1.7422181087720787,178.92148207412748,0.4987308795830695,0.0373126613551593,0.1390601961003881,177.1969342120756,179.4848566568842,2.2879224448086006,178.0397133065394,0.6198688381799482,0.0378172595885711,0.1367777964025549,93.36341884209004,93.98002343205032,0.6166045899603034,93.58750959063336,0.1429342084334239,0.0136046149833359,0.050401840722003,90.53950817930786,91.18248407970816,0.6429759004002875,90.85031721640694,0.1717367619216106,0.017415313648743,0.0777131947981644,172.95935336443912,177.29340867008003,4.334055305640902,174.51614094969827,1.2221542325689556,0.0626744393893029,0.1903374656785388,27.80723803417004,0.1875973672066777,0.5457043360365219,139.72301867640098,0.1877305863511195,0.3673188948914688,P001,1,ex1
