subject,correct,deviation__descent__l_elbow,deviation__descent__r_elbow,deviation__descent__l_shoulder_angle,deviation__descent__r_shoulder_angle,deviation__descent__l_knee,deviation__descent__r_knee,deviation__descent__l_hip,deviation__descent__r_hip,deviation__descent__l_ankle,deviation__descent__r_ankle,deviation__descent__trunk_flex,deviation__descent__knee_valgus,deviation__bottom__l_elbow,deviation__bottom__r_elbow,deviation__bottom__l_shoulder_angle,deviation__bottom__r_shoulder_angle,deviation__bottom__l_knee,deviation__bottom__r_knee,deviation__bottom__l_hip,deviation__bottom__r_hip,deviation__bottom__l_ankle,deviation__bottom__r_ankle,deviation__bottom__trunk_flex,deviation__bottom__knee_valgus,deviation__ascent__l_elbow,deviation__ascent__r_elbow,deviation__ascent__l_shoulder_angle,deviation__ascent__r_shoulder_angle,deviation__ascent__l_knee,deviation__ascent__r_knee,deviation__ascent__l_hip,deviation__ascent__r_hip,deviation__ascent__l_ankle,deviation__ascent__r_ankle,deviation__ascent__trunk_flex,deviation__ascent__knee_valgus
P002,1,48.07237923642562,17.258861933578302,55.94219910446842,96.38701973060479,7.1201024379232765,12.845560384632467,42.83276754824349,13.108250999526069,2.9539680501255403,15.330839423110206,14.74433172404735,25.22886603295614,18.67507134789097,15.644528693929193,76.05917560253097,77.38189532972342,9.568040377199244,21.252294968175104,59.46909261486586,16.34606863822243,1.9487140643418877,16.126099923972,17.36114783145073,24.522971876004043,68.1049648781509,17.170167034822533,58.50263700874349,101.58451975651161,5.555791325824826,7.6270902516265595,33.21528630781726,18.502451014942313,9.105333636144557,7.394968407132045,15.757475879874761,10.02564965342822
P002,0,52.62344004072926,22.373424949242448,42.62407839093994,107.91059813739619,14.861274232993807,13.437460166869267,25.23425482441718,18.020348107357673,11.295306038364316,13.869352985094011,4.4184060642098855,61.836658802891364,54.241331820201005,18.678490481480882,55.15584732816109,91.40087063291776,30.280062082289483,28.658531099704582,44.96951263880911,17.0124473375432,21.765422066710645,15.804527854780783,3.8313126708107577,7.222166503955083,71.33632261313664,27.18668299719962,37.081736841016856,111.94567904161465,24.553621386129983,20.57837947433586,32.622837392482765,10.203107088059726,11.871975760082872,12.977450499641856,5.006338099068709,6.514567002748467
P002,1,75.60447685555809,14.94133945217508,57.280868880804846,101.23085459332638,8.50544066922016,4.190086778496108,30.61764167542455,22.377769788170855,10.315335737177232,11.185130646993066,15.317385561951337,13.750745705280218,38.37133851249309,6.983081153557822,77.40568140324694,76.54348070881473,4.377680686885627,4.9416911498835185,49.51439126428007,20.60184169703634,4.522620795978465,22.002384101956782,16.439180138771242,23.73234005239734,45.84847105071751,9.435077746064177,57.13613202303192,97.76753403153926,5.730610311243835,6.851751553365714,31.91004384345191,15.589731601756393,8.85785436159362,13.496990429438563,12.857398093650692,15.426985956483085
P002,1,72.49703722896516,10.87831832632235,56.24279855183802,100.89387829181787,3.479801033353843,4.7874705881275235,32.485822894946764,15.375870448646207,8.743257775799577,12.817873826678966,13.412836659619396,13.113401143887046,59.90676911848898,3.0347059019995286,74.84105102408799,77.84104017028982,2.248211188112834,18.510508060728988,58.0946803509127,11.502981063208384,5.552281971519276,19.27793640568741,18.843865713077964,7.850168629219533,78.59028697515268,23.232723960436594,59.58296414500843,95.82011773199109,5.677357774064701,10.548640849122524,35.80036255345377,13.937971203530129,9.745585321061759,13.14603783058933,17.55026567202993,9.926479288492818
P002,1,77.54467037569972,27.589394691159832,58.26373316722038,97.97037898106134,9.61870513494277,15.988981633946286,44.71171953919567,9.56109480236347,8.505542102919566,16.345576060173368,19.72279861508806,10.53261875117498,45.67760950005969,11.279737938773579,76.85084301567443,76.84024604871806,8.537813965350802,27.880120708645546,65.85853956857044,6.915065202431426,5.150830258024126,17.81988239850346,20.976803605621747,9.651882839222136,72.09924445469863,30.23799507160519,58.52854582200452,95.80902015350057,8.24656725131642,9.429514740458732,36.1294016623847,14.682041067129706,11.94079817242447,9.631593652958662,16.84752072242506,8.522696239802212
P002,1,75.90589904576915,32.27801258475633,55.54103218154603,95.29330874593566,3.764330547930954,14.200941070185886,45.53399165408517,10.776760497768443,10.685471544132083,17.47727805750599,17.722330508536977,12.589599978405364,48.58875150383558,12.697160347888092,76.57426728454924,75.18085887359925,5.4524762855093885,25.931408895400732,65.67022254882045,5.200567782752434,5.912019589542523,18.153095921808763,19.123098264092896,13.906411353756685,73.38012762067446,49.12535730988969,55.76694761760755,86.49016763956479,18.42910337289691,34.25031414113831,54.506415550993175,8.687307394120694,9.07595437068892,16.017746615063423,15.71407444948711,13.296045041376482
P002,0,70.97591038422854,23.50655921431252,48.65045022243574,102.78074690263426,7.115941680110675,17.229976832635963,8.105199481345778,22.124381770128444,6.9672297452577165,13.006231769373269,1.5024122040720485,42.870696064820784,80.36123387147359,43.78417641157744,46.63297020388839,82.56229965352333,12.784538632764868,10.838507292367376,30.794002230369244,21.0498899263836,15.323023789031556,14.221068452060171,6.423212573396232,21.462730390288687,37.71020142978291,37.247192424440854,29.917192392349897,88.07938528445268,14.247121903679588,12.857905573481798,13.033694017089474,14.929159857886916,10.645736068661364,13.899023530575644,4.404474111969639,15.96916955034321
P002,0,15.827592937168784,26.9351792182932,40.273900334568296,111.27100675662953,7.545359735120234,8.904305046369052,24.468651499321414,17.543343471027576,6.468121383123629,23.324740073382987,2.099881689838533,9.657397396678295,42.02465005972302,6.317954760233215,43.85793194831442,73.20020994373706,22.668335037821937,23.260417470736467,42.58360663541215,10.751714038199601,19.14266248302942,14.075509347309563,4.882353079380794,20.14391345527361,46.895910627555075,12.946958533637872,38.09146463587265,107.7773417137153,13.225685888647055,8.941817886791366,26.25065067806141,15.773708276818542,11.588340559343518,21.463203298380908,4.076381036876012,106.2809298198172
P002,0,63.980707283094674,21.85670095979348,35.986002861945664,110.46521141507583,11.404572462343888,8.215537789370297,28.159663852841835,15.76944395178668,9.850855668979374,22.78484702440128,4.23172853076777,49.39121370663266,63.24510370672374,47.91050470676849,45.701429306295445,78.6876114261122,27.821720372110416,27.60117482404006,44.023035856353296,12.893641274668653,21.79399928992583,15.24152737374327,5.5274911335164205,19.608424831977846,34.78595172508615,38.251885211021424,42.59626456787945,101.54799986814922,15.053083629494092,8.835938842854613,21.864235820853416,17.565333924266714,10.924738110492559,9.603331184385375,4.919844037215109,15.588932495949678
P002,0,25.50741121576341,25.052475958218434,42.030282037558024,107.98752710395782,15.23909821325382,11.500891842795104,29.702840812954054,15.858674174164372,9.75764316756702,14.07169467545982,4.611978741174274,49.452842285695084,35.53925534706922,39.40445309034634,55.49413179280832,90.65572343449355,29.622356443934866,26.924620911477405,44.43119744449601,15.581609014696227,22.122807982390054,12.721481147319253,4.838199781241739,11.842234847640974,44.90858133254049,27.99516823679855,42.914893672784245,105.57478547291203,16.413499153384887,13.759601171629237,24.270454572872346,14.893705802351695,12.114490641678248,9.305937600108729,4.380156278704119,72.0233996188713
P003,0,22.62032394580401,21.680104211226116,9.096256209386274,14.583942394814429,14.730053772132871,12.969373508730381,23.56048856808274,28.416638416798786,36.40379414252888,16.39384853837219,1.9975814225734978,9.180410239028044,28.343582038003575,36.02128562867059,18.951032365179465,19.95256025489353,5.031448856586348,22.796510800137487,35.52763534465434,19.989702603175544,29.836727219405496,14.936567297434852,3.2043360869296267,7.1293342057976234,28.82051052200875,21.829984176339963,17.74566520694194,34.897111240814084,9.137550721890246,12.903244643726158,22.06599828938921,14.923488629157912,27.600838524012715,20.826895009799312,3.878756767632825,6.425467218690477
P003,0,22.845163879568364,16.326609584064993,21.254313344107356,20.711137068985487,15.96139987161527,13.949286481470645,25.50949647577792,26.395139284670968,27.699427527968453,11.59420012653501,3.715355576224158,14.79133614967509,26.501812024422293,27.01105114402708,14.136476845838192,27.793611515456814,6.897953268106818,10.039175611884733,43.83081016432369,30.73752673913156,19.789360634628157,10.919244534224756,1.0666948776057992,363.4980555896787,21.57129856722971,15.707805149876766,20.41353698913507,34.66119865427149,16.719351349429648,6.59605896092084,26.542925530696245,23.165601791340215,24.385095509001193,14.959803907968709,3.4637507149885467,18.00265557458606
P003,0,19.83116564422657,17.011747362774646,18.213062362271454,25.33497635479835,15.447104839316044,14.259343995777709,22.488754084917566,22.365011590902352,25.17896481830534,13.452360134646378,3.6927445644486396,13.795463464363968,20.368535950308043,30.348882858950834,2.4821244416619477,39.057899211893414,9.695490066028887,12.797247437619585,35.22410609276578,21.08866112745798,17.657865919888955,14.360990802199634,0.2988690977403934,119.17716532749823,18.43500034845795,15.884173649159397,15.269636544375924,35.43066365015268,16.965964714729033,18.26661037096453,21.6107371785288,26.804238601198602,26.778579276488955,8.407088451263203,2.4945015031319016,14.917700466219369
P003,0,22.637328116894953,21.778729515113273,18.24656036618609,34.02686073651367,9.985688552541507,5.147172464319988,23.64501189281953,21.749324782602983,31.216112725650937,17.083787668710222,4.477721678202457,6.83563193744595,26.8478872874261,40.32297329547224,6.426152979731482,33.028716407470384,17.833946590041894,21.50252684557876,39.98587179921912,18.554963987442402,28.45720420711847,10.716013380358271,6.264497496009743,10.253045635160609,23.970718851930364,25.05331421400492,7.1838756078892745,26.25453804500957,15.615605317870983,17.543680641528482,23.70658935756641,13.508507967773983,25.053070884222155,21.458901126116817,5.074733267853778,10.565231502570123
P003,0,14.123791933300826,20.720925798485972,10.695835724041048,22.365405800220927,7.909596865663758,10.093342435330289,25.091851656140527,25.67714419785174,30.450206014931997,13.415005713291531,4.036868789365793,25.33919222668691,16.116765459035314,33.1100614543905,9.00055033900398,9.598855168116563,0.37553383100902876,12.038765361859124,41.28247094792259,26.240007110991012,27.926666685622884,8.55967913979293,5.415861768366632,21.90102827608018,24.378065982359725,21.30621632172332,22.423996352146933,44.281372546954024,4.908237490478726,7.190669617679585,19.901273957186383,20.22811102701346,25.28916476168795,10.718556368069699,5.163617780441783,20.26473459981645
P003,0,9.980674519372398,20.412076861192514,21.618593366356812,42.74607703808317,12.838053648912725,10.451137663366062,21.55316117384411,31.134729097089366,30.55675410157274,10.436892967286152,4.894085937128753,33.606285978249346,17.595116259039848,33.67910917887448,5.247298543767501,52.59719432643142,6.421141750312157,5.431156731251577,32.0807274646474,38.12653845469706,27.30343152995801,4.6997628048799704,2.0911258814574807,51.94617349418113,20.631869874178836,19.712308776142397,23.662338487721247,59.48076068794787,7.9448904323167495,6.677465562025262,21.078064906176646,27.22565525799873,24.535723186571623,9.93492603739536,2.184978340489445,30.47585170882018
P003,0,14.485574535358356,20.15159517164717,22.045914149135612,42.66071445888291,10.752085195201001,8.373448616982518,21.127079466691534,28.39210936017463,27.951074220641885,10.133958287615219,4.422834708633353,19.108074580062596,11.467052292020819,33.981568653345434,6.054366866172414,28.576703298520318,4.71184133941522,5.376610115519667,36.16480279341693,33.98772405803824,27.999909175436642,4.979863384796397,3.5012232179283003,161.86463654034418,18.555956156765347,18.647595193444637,23.405194189307405,48.95656706648982,8.537871705983957,6.060994285434772,21.949716233236654,26.202898362237608,25.768121279830762,10.38628336327316,4.15344986099023,56.540754051217846
P003,0,11.910832993055214,19.15809864101154,18.797656508914304,57.08905114023364,10.50174663089005,8.42221933014793,22.024183820272878,29.913095099362845,29.102554024264254,10.119377817561405,4.177803593714609,25.016523184294066,3.950370280095241,31.454319940394214,7.240830749216565,31.382994602785924,10.43187976288119,1.5140822105904355,31.972940564129193,41.711390685711514,28.271941388489722,3.936131056139017,0.9080592681445452,16.192501668687765,22.332071710263723,19.281850822050803,19.33392565911613,41.736665454875094,11.416587009751412,7.465195094106413,23.23540856768705,28.309254349549537,24.33597201257386,8.432712118943723,2.7748016228986474,24.99300392115864
P003,0,13.624875255595034,14.626691486013263,10.463768316064355,23.50965202998334,11.133451629421808,15.771550633875767,21.731733714379676,23.538096057949396,32.033646537816,7.0487772256241215,4.761236598974607,12.531333004744024,6.4598319866040725,30.974200543489577,3.896971348191505,11.701996819872157,3.0888457109248764,3.998100807259145,45.23663223714355,27.374664517518347,27.231600370406216,4.596344272870391,4.405697376483974,397.3728000645716,20.184115000008198,16.700251480727697,18.56912840027275,33.65732401168343,12.5745713891511,12.118594210578397,21.32417204842239,23.501601611390562,27.822172990354083,7.380860166529357,4.686314107999728,12.480849822199428
P003,0,21.88332743381566,17.594161552780985,23.05275049056701,14.254477010723296,13.601580856235106,17.102936718026108,19.691066932213044,25.12751365390837,29.102673501181936,9.652768605821064,4.949618494076023,24.123958368144702,23.291978969854995,31.03227219413217,17.185676136933402,8.965558832832809,5.897733200747693,14.116420104776864,36.68540285386142,22.981107692372234,23.50679811048878,13.439990756743148,4.552880707834463,61.882068522682026,21.7574877738403,16.042355763079193,18.72927477076001,16.92886231904043,14.368984703276471,15.946249402771025,21.28007982089344,23.84586162760533,28.577710860761535,9.881691181128843,4.661320043033172,14.963060443429551
P003,0,17.393269952080345,15.412224006210602,22.853319853063258,17.80671476725643,15.664124570026138,16.745607899320426,19.95892469826839,21.918406197661966,29.55916165137603,9.59111564843476,5.223053477502754,9.72096364539029,23.353347804793906,28.33153852434652,19.346135842248437,21.79525774252604,9.03308477903766,12.631485800572964,33.94994259875099,20.974875273141084,20.120153838850975,13.691561078649233,2.587833233336441,163.78560514029152,22.003152066518055,15.685851174114578,16.27229749771103,28.817116986371,16.35266006030232,11.770290234557681,23.654333158361947,25.058654680575717,27.3163091627117,11.97850760718539,3.7847327918061224,26.654197135908095
P004,1,57.407247118477336,31.862079979025992,33.90960405362726,29.74856224102042,15.554695592517504,14.088712756008686,29.59882880757639,38.39532163760663,3.3699749801900354,22.7162721878584,1.9632423713982958,27.328693778451605,62.028588534000576,12.621836764264007,31.295905767295856,42.433353401327345,1.2999603950203258,15.543619797486993,44.668233957247345,40.21068252053362,2.330226831685086,20.7058921653119,3.541668330165469,7.573711390099905,72.76920753793283,44.72713000903073,48.595524721076636,35.400849677800224,11.515456136047147,12.484086668737806,26.18190777651907,35.297656019875916,3.9602930471775024,21.91690937077763,2.7249240262543966,10.277411206358742
P004,0,71.08693021938426,31.968198642549208,36.394820638768394,29.04936226099209,8.847999040150233,14.762564085613457,29.997773133088618,50.00341353259518,1.7902324635023497,14.335154843571207,4.494120705124617,24.220946526361352,60.239587755778,22.72371838803756,44.20885949532014,16.157761200464574,3.2124301233182964,10.914363147333777,45.52935222722661,57.20498640384983,1.420513658855421,4.980784840615507,2.908794002435286,16.734373917730284,61.22843588754701,56.783044089293035,53.45331977648922,25.202623935030196,11.045882301613421,14.482505826067165,27.686606817064057,50.692704798776866,8.789507694767034,11.688210446059472,3.612308591454469,3.049384625061678
P004,1,59.08098754316025,66.56365847112491,40.125267824843455,34.79399135303005,20.85555528699261,12.209674312456464,28.802179714046304,45.25571452658613,3.856900430852795,21.664640082211854,4.720801720251552,23.935115882879266,56.62152094122199,54.11328029979654,34.00562993261151,45.83545059034573,1.0128551438910685,15.13442173337396,43.88407798397567,45.109076761946966,1.8444310975001001,21.53540854357807,7.561511075288688,21.452097533288327,76.26892663884583,58.01739083897256,39.31731228181559,49.12521747504024,16.554242328497175,14.806762856852913,26.817516880931002,44.60477684929106,7.198480616067338,19.404722236458795,5.872746153393011,43.51561786349675
P004,1,63.55532997738196,65.8280662348304,42.29770229770633,41.67357620161875,16.87725539801171,12.17702744517437,27.934152098145177,46.55813864851259,5.410816816044862,19.677807300649924,5.542543510029231,35.06588760987163,53.34314392297019,58.19340009863822,38.73690759663178,44.54605175009303,2.1088559181426136,8.054329856519084,45.54569979927926,49.013171592630364,0.22886851884699766,18.963982660047368,6.260693609260578,24.665346758523974,69.53224823902065,55.313542159306984,40.236373423597044,44.10308172474315,16.259625164938576,14.655029438513742,25.74748676466321,46.136529570704894,4.168260757055134,17.514640482869346,5.86538088237162,24.135068852383302
P004,1,69.18206866539242,65.87679456605568,36.428522409054246,43.81924607654988,8.820068340590685,11.579315145122719,26.78790536816902,41.011220314625,3.226150982323149,20.08182884548664,6.415939895926362,19.438754486589808,64.69901535519419,59.97218039164424,37.13413051245498,49.729739631258234,2.650381797883955,12.417572350969085,47.20400570715219,46.340827295538915,0.9671575742960414,20.036199279569864,7.8396801086468475,24.89673064437503,73.00559886160646,58.977503598575694,31.451680041485833,42.60674529778625,12.827674827611816,12.716601708617713,26.612537081766646,41.034302854258506,2.267022523626636,19.076703673289213,5.203811658644686,17.270690197206687
P004,1,65.38000670975254,66.03465183810515,31.12084100778916,40.30327955966948,12.53517145910853,11.800185846481833,27.985118857897692,41.71833811563247,2.3154891730409637,19.402802509770563,5.233949126885234,17.837659792735113,48.878135438749595,59.02056952962196,35.54937941817591,49.508654803075714,1.5979700541773851,8.984961992891778,49.643616074848104,46.38520790835531,1.181345883844667,18.937639863274228,6.532828904732666,25.160704016485973,65.6905197003017,64.79222549228494,36.29258334046709,45.3565470042832,22.551150790623478,17.32798943596046,28.7040011043405,48.7030676154008,6.912312882827803,17.973117461822063,5.6935089994577455,28.63596037862472
