traj_pc1,traj_pc2,traj_pc3,traj_pc4,traj_pc5,traj_pc6,traj_pc7,traj_pc8,traj_pc9,traj_pc10,traj_pc11,traj_pc12,traj_pc13,traj_pc14,traj_pc15,traj_pc16,traj_pc17,traj_pc18,traj_pc19,traj_pc20,subject,correct
-22.486782261333147,-40.00379111775885,-5.8374372656033575,9.392397900032917,0.08784446359367297,-2.1425864633223464,-0.9580558708507642,1.5794716564211844,-1.0865850040861211,-3.1741918223472148,-1.6756310218557382,-6.371367440721057,-0.5105856983680912,-2.9832951426097303,4.008106903802258,-0.529740821260373,-1.1153954401333424,0.5097425183452731,-1.596696318600909,-1.0620222533792805,P001,1
-39.55684655264085,-32.650936651452895,-5.9421013160008505,9.68543014217865,4.235174182106659,-10.799031642603532,-0.4620791363663967,0.6566156494096305,5.524435582159762,-0.07463619753937548,0.031856585459644,-5.238625944637344,3.2614798558606397,-2.134910643503796,1.7820352517913887,-3.812966105446408,0.5317662830663953,-3.105438424789663,0.7911682361870996,-0.45852741552635806,P001,1
-42.516660072018574,-36.7475755805864,-4.966098072348848,6.641941781253726,2.8698167955573797,-7.656715884892189,-1.960488068266522,2.4452037640476054,-1.8744449904785823,-3.1726553535064133,2.9379451168426973,-7.785551224394097,1.0243215852807808,-1.5632188802308178,0.646259855503943,-1.323186934760693,0.8529322549591626,-3.3750360330964244,0.5199751228890982,-2.277571112000938,P001,1
-40.127557511239345,-37.264694433669035,-5.79650303951339,3.128354683619833,1.1568554492708334,-5.366358536073133,-2.1366048685901067,4.4310651615367975,-5.934292927808194,-3.650017407574464,5.323486645886973,-5.763563153553855,0.6420255997375007,-2.257810372213711,1.1677149042771835,0.9521966375771868,-0.012741013201235782,-1.513641321859142,-0.4294844076862154,-0.9805161406294228,P001,1
-40.846558510735306,-39.3668079528953,-4.064795236808194,3.9670813624588535,0.23164100704103843,-11.551247165754782,-0.3606906550229124,-1.4801369239635964,3.836032633744988,-0.25038711690244364,1.8135526995080335,-2.9468204618329583,5.70974864194849,-3.908370738718962,3.735293594315464,-0.6156844028681692,-0.6695053490576844,-2.5228730675462683,0.2551860843338369,-0.07365064393263952,P001,1
-36.890283140521696,-38.44904590974732,-2.1193915458954393,5.804873212250662,-1.0023270543952512,-10.719284797818936,-2.742753694568157,-0.9654910369174156,0.33346811639254326,-0.24801997587700397,2.097768644238285,-1.4258099102427235,2.974429230481445,-3.497808420499202,3.7419306984506266,3.7214036079874346,-3.705134679703729,-2.7220271346210385,-1.1129171631181185,0.6260001247001316,P001,1
-32.65713975878849,-40.75086225523166,-1.0933441781398248,2.4882426943576017,-10.829624069662962,-18.75008817147373,8.095013569577873,-4.014291495733369,1.8970781202639282,3.1114035735832952,-4.611002404235605,4.502403488695787,2.4726529690461794,6.774434844262973,3.7586648510838265,-5.2132190305742565,-0.6289936521824533,4.4049458545555495,0.03597727031007617,3.347906988583199,P001,0
-31.869151532501192,-40.23504975163874,0.4849766382489403,5.931803116600867,-7.639552946501109,-8.036621007327861,2.7042639761901013,3.2167469069119585,-8.088363411483055,-2.584805062570194,-3.238920892269742,-5.541039569765644,-4.462492690531933,6.878793671642298,-1.0066422074442556,-0.7473467897991944,3.779947567400978,0.17544092295146435,0.2952044226245417,-1.069619869915057,P001,0
-37.01289311744213,-42.757266892977015,-0.2082627794245183,6.718306576386952,-4.5558606408143465,-10.755994412726205,7.13874144895097,0.5134667272840838,-5.05230019662344,-2.6412419487974703,-0.6304067111684368,-1.9650361170859696,-2.4642129494743763,6.3018781853723285,0.33446405239116433,-2.877314588229168,2.135362619923499,-1.5300799899175128,0.8848054241643146,0.13687471708809607,P001,0
-37.28790166181393,-45.89613565934971,1.8728668626743223,4.09995171139377,-6.3073572594884535,-13.351672661754074,6.059699279722542,-3.0585895906444462,-5.464058163586913,-1.9186398785687788,-1.5731318679249755,0.08944932758246332,-4.664451093389061,4.550147599823726,2.1496350535870756,-0.6119943822372235,4.038317117148069,1.587725248766681,0.16591731799650478,0.10243066590538744,P001,0
-47.39398837748297,-36.637895907891156,8.666937008697463,4.786280489608937,-4.882865433087083,-20.658025274602206,1.1851614729667896,-9.183424286874283,-8.532237756171089,-3.0723677542856853,7.417471844821308,9.43696406398976,-10.92335767138524,-3.6169885762342155,-3.1402484719504407,3.314317669251937,2.3990415061733965,-3.6589997465337736,0.7845226445599615,1.305356805069132,P001,0
-22.384023831470007,-38.710363431829336,-5.963784258690803,10.923155984547634,1.3936688086358764,-4.450020370428924,-1.1002626461937244,-2.405409753172465,5.66055178039292,-0.7109175955330106,-2.466551913185649,-3.1691856956086992,-1.4136725076569436,-3.035712767003904,7.593777120486935,0.09901599341721824,-2.568013713611386,1.566507646195026,-0.053696826013657134,1.8435879323011872,P001,1
-46.8369068998656,-32.425782131441935,8.740504652585276,5.7588795511296045,-4.055196077174371,-22.450481687015085,3.066863810520854,-9.369135196765534,-6.519492470697456,-1.499607923997971,6.4396166288455055,15.087521171000938,-11.36150843856496,-3.39220028450014,-3.391939214033367,5.357914026164277,1.188502110441137,-3.9345967953841297,-1.387145639526366,2.3237045050850003,P001,0
-21.558839051222364,-47.242624309046754,-0.5243819586897305,4.9268433687562405,-8.519310066920188,0.21652366461444048,-0.4842422657642429,-3.090697351733778,-6.055714192333866,-5.343102760138032,-1.8832867974558167,-4.900331598624587,-2.107637137275664,-1.7279330503406403,4.882841894072367,0.5535218773401025,-4.3839065149039635,2.8124029434821862,-1.9703019898942353,0.40633781505079203,P001,1
