subject,correct,deviation__descent__l_elbow,deviation__descent__r_elbow,deviation__descent__l_shoulder_angle,deviation__descent__r_shoulder_angle,deviation__descent__l_knee,deviation__descent__r_knee,deviation__descent__l_hip,deviation__descent__r_hip,deviation__descent__l_ankle,deviation__descent__r_ankle,deviation__descent__trunk_flex,deviation__descent__knee_valgus,deviation__bottom__l_elbow,deviation__bottom__r_elbow,deviation__bottom__l_shoulder_angle,deviation__bottom__r_shoulder_angle,deviation__bottom__l_knee,deviation__bottom__r_knee,deviation__bottom__l_hip,deviation__bottom__r_hip,deviation__bottom__l_ankle,deviation__bottom__r_ankle,deviation__bottom__trunk_flex,deviation__bottom__knee_valgus,deviation__ascent__l_elbow,deviation__ascent__r_elbow,deviation__ascent__l_shoulder_angle,deviation__ascent__r_shoulder_angle,deviation__ascent__l_knee,deviation__ascent__r_knee,deviation__ascent__l_hip,deviation__ascent__r_hip,deviation__ascent__l_ankle,deviation__ascent__r_ankle,deviation__ascent__trunk_flex,deviation__ascent__knee_valgus
P001,1,7.113743675864477,17.40284743103151,16.953863755514043,13.116420074039237,14.045708914451803,16.246716017307158,5.508474877446932,10.029962546841231,8.044075358929348,9.235888886461158,1.0489380357351905,1.7240170463906483,8.757189617217742,25.286975975695192,1.1336329798986726,10.000522387151928,13.810523757033366,15.736340690559341,6.270517310464124,9.661929729583107,7.6926394322077005,9.043951046331511,1.0263476703076009,0.6237365119114969,7.488954624063302,15.874996918311956,13.510644428168533,47.19029370863433,13.786708985095032,15.758001175280333,6.35725568784901,10.767744840219358,7.784945596284612,8.880566356765055,1.2922331123520094,1.0077852073072464
P001,1,6.871936984307368,14.815824384236475,20.378256564431563,32.65219003780836,14.256783235944772,16.338300579082148,5.820560266341252,10.703221447692744,7.95798105973229,9.039545805438774,1.427773481260698,1.7339862681581455,9.17887306829231,11.432466540356225,4.027847380599015,9.66659814941501,14.325226838389364,15.98852571850938,5.764467835100426,8.801425880820801,7.738709852976837,9.205856844370931,0.924809431326743,0.4915972744343331,8.252992230782848,10.808574119993757,15.128109813012097,41.61501384048998,13.98960416765912,15.980734155699,5.488740868410817,9.63277865516978,7.940365497622295,9.214340790883545,0.5695437321501586,0.9612803459329415
P001,1,8.103019193837437,15.78735786242861,12.51532356742167,32.1135226692923,14.18504287333704,16.425389658463786,5.137925145401596,9.098238406935131,8.03832331054843,9.548844451174563,0.7374746341202026,1.6490113618273703,9.630715634278207,14.592837942598399,3.5873319508119392,19.298861986256917,13.771018279951676,15.759225761703487,6.677144559128085,9.069278258140127,7.290901471648951,9.12090596851562,1.2758870745539652,0.4259751343192427,8.102711645440191,11.048929257572997,9.677930048231897,63.35277710160646,13.656435293036072,15.988743621814114,5.970090061782967,9.486410161790173,7.635325296463231,9.237772934551614,0.4845461051525291,0.9445931888463542
P001,1,8.108960583844347,15.762309714611183,9.175337604617948,46.089459983884986,14.22028196823977,16.557343866295675,5.890568311275513,9.092498202542949,7.852916987699805,9.538106586197493,0.7596621426213218,1.5855455313127087,9.110392072176767,24.56810144165805,6.556156289568493,15.268797387320415,14.225288659921565,16.185046910247905,6.035195672592522,8.07996509146348,7.496538273789815,9.284395030120365,0.46667919169805144,0.38205442834533393,8.80483734196916,10.206172364202043,9.6136692677209,52.080140940447926,13.881379725228873,16.138358990783097,6.659346543713672,9.036870420053619,7.419811901761287,9.260340533273876,0.4813927982184623,0.7083337332147809
P001,1,8.896289267440705,9.4079058489508,10.504551982925163,39.84735507094279,14.603003066881152,16.666868428087035,5.921296740169218,8.084570400596064,7.747580851412318,9.522263322496304,0.9847570204330651,1.285581941225749,9.521929596202007,10.221112284968772,5.474670199027731,19.848596903327053,14.430688077222118,16.24879909703326,6.5716829143883775,7.932400550091278,7.13193513544225,8.973058792098852,0.5630078656758741,0.13816229014065493,8.433490213412082,11.904463774885546,9.037278720861806,73.50044429553108,14.156263329178383,16.343404095274735,6.946526213592497,9.546491170041385,7.32549821569817,8.933970434117905,0.5133125411452809,0.7832623947698313
P001,1,10.452872016098354,13.482371841120477,7.688160011798483,26.69926702429346,16.809131982978847,15.619163868922021,3.377047779325075,3.5236871194019246,7.334981167453736,7.199899613819748,2.864788773546894,2.250842346330708,10.454505192243847,19.874961794078423,21.70086290299279,12.176269512954587,16.92924930934906,15.423442436742594,3.7756485790927004,3.8673180306312402,7.243303334227255,6.865968477368787,0.5338308958919811,1.536850316985738,10.921072877959029,10.887088074508215,9.756919020265544,39.28409962669762,16.802065939409886,15.287828594252478,2.969924660149748,2.7685485788628412,7.041781331923036,6.799792167123449,2.798062262724076,1.739999909877136
P001,0,10.137210700410353,19.190965948047396,7.385554520021479,51.28587112623588,10.726728369985528,14.895381990245799,2.789577095320561,5.292661939909486,6.539500524103775,8.333985713578873,0.11964146460589262,2.1974875042541506,10.608959149666799,17.784443696705882,7.986432227086711,10.405102311208717,10.955938852247108,14.439805041098833,1.6767025131136635,3.251760524788904,6.729829905394988,8.410689507978844,0.8009946672358396,0.9416525833515454,10.521754010186996,15.476409627902836,6.05581736805287,46.23022762096956,11.24713199758399,14.647568251200095,2.7665469299504934,4.435361027000786,6.3397936620879065,7.866786482353149,0.7772295604489898,1.1553147848917
P001,1,10.643809344669009,11.664395000780088,3.81287191834724,53.242368698686015,15.841396560084203,14.015648371966723,3.2194773962782577,2.7765742210534454,6.749107679305877,6.36444519753586,3.828395778741117,2.556435228018335,10.136552796560018,19.644625566115888,15.883681896569886,12.655892135561922,15.79771996592029,14.035417196303722,3.9542480045613915,3.8867770282955987,6.792804995672299,6.271718955057107,2.131467704926615,1.632025311459192,10.719438296588285,8.883074333465775,10.313648299907047,41.21547249048298,16.08789371180875,14.549309804191614,3.5525923988450403,3.255869619832221,6.706700299777708,6.505198909635507,4.00936398192361,1.7206982235887185
P001,1,10.659047316332101,12.465615493636719,7.006608746037967,42.16675087801718,15.651177935072496,14.073957745619797,3.6916637066078453,3.2161756917153057,6.781397156794606,6.631544944023406,3.929724199293392,2.420813845590189,10.453048449901322,18.09398917690158,20.735271978063288,9.521774116830892,15.82915156353911,13.920036058518317,4.205983297838195,4.378678983484283,6.831017628178861,6.469002838475473,1.1563289074639855,1.6652887655000204,10.810302896639689,9.802514628263905,6.74467702849004,46.314505889821326,16.371665854819685,14.800366822263697,3.669933717943421,2.9006788154067022,6.855264761718972,6.805306771987823,4.05355978379216,1.7520778039157796
P001,1,10.740542900616788,8.188665745043036,3.735146908767253,38.87036101158715,15.979454644596668,14.277887957250503,3.5673482962093788,2.744438011003163,6.937065041842459,6.798940358332651,3.7936060531247193,2.485210939172439,10.761021679977521,14.302313217318048,14.40766017251947,5.993706416332905,15.980888652459186,14.23045679683475,4.373214475529066,4.067048200918291,6.820001692254044,6.604584733840089,1.1822115281996233,1.5764426173596708,10.801525996508653,6.268750385240059,3.2460712237576166,51.37562866828356,16.399038390071418,14.498185079699464,3.5160341677876845,2.619502099864293,7.0444589108092375,6.819895176184142,4.0825329539804684,1.8955158513885055
